stereoWidth,correlation,dynamicRange,peakLevel,bassRatio,lowMidRatio,midRatio,highMidRatio,highRatio,overallScore
0.4980154540973632,0.8733252562940744,4.753681970839258,-4.820046355481975,0.31854679169956246,0.06774736455964737,0.4030122546102368,0.12075038707925863,0.08994320205129488,85.02787813629628
0.6656549062942714,1.0,10.723777325237036,-1.6253452808028346,0.17117362100085043,0.08657968566356636,0.2661646485149104,0.317675566050139,0.1584064787705339,100.0
0.810001860808485,0.5138657109779146,10.99423095939372,-3.4187660604128363,0.1729183979251342,0.21476074291383843,0.13338411523749688,0.4442268521068839,0.03470989181664663,80.27961349884939
0.441333722334254,0.557350280320763,10.040236269083758,0.0,0.2474300131945213,0.07746397066307371,0.22570704738989944,0.35120864801128543,0.09819032074122011,81.03096068089965
0.6882998702549575,0.8097479088363818,16.592455325498445,-2.5872845620098865,0.3986189418563693,0.05360053685012672,0.3288600721008926,0.1607148038446006,0.05820564534801093,95.40524312087504
0.4911096443665995,0.6184182911332067,10.628114530748977,-6.6611853537741865,0.08424545370467872,0.14606307264794266,0.3180325661253809,0.28348805204023975,0.16817085548175797,100.0
0.5111221579653615,1.0,16.24008630751057,-2.9826682242418237,0.23493742632428316,0.10937609081290137,0.3383840127431018,0.15899009564109046,0.15831237447862317,98.66200111030724
0.5620767247206436,0.8109974067225078,6.71210795685496,-4.129193999754535,0.1481690909254712,0.06522937929194303,0.3402422485893342,0.1927124324165128,0.2536468487767388,98.0408112119331
0.6820526946392367,0.8833783167434753,7.99807228894398,-1.4003053124318383,0.3317139226372573,0.0876877789497474,0.38294787054104157,0.08513134092004923,0.11251908695190443,98.04532693812435
0.46003504553071006,0.6114127482356343,9.129314590943316,-3.280595859765147,0.24944106098813756,0.22903132558911368,0.26714552980593625,0.10245652300719156,0.15192556060962098,100.0
0.6060138489899046,0.6430814898056564,14.918900007328517,-4.478941069216494,0.36619389529245433,0.04486638624567129,0.30605395129593443,0.17536495840432006,0.10752080876161982,94.03613724163793
0.4917114607895052,0.9103238113352194,12.090032504086755,-6.719012214298023,0.2598158681111874,0.3048775296498615,0.3384396266118299,0.058685427420998006,0.03818154820612318,91.66675991108467
0.36390343751090237,0.5434055191849856,11.517903878419656,-0.13332186021433756,0.17916580997435624,0.2171628531151245,0.3303367146697803,0.12695710452603076,0.1463775177147081,88.81990149941713
0.3905971101010062,0.9486684941058089,16.488439441166165,-1.22995361929776,0.3642194567313432,0.03659953253184643,0.17040340254286318,0.37956777842810124,0.04920982976584604,91.45094153233535
0.30032572712478844,0.6349448171168437,5.863913560287632,-2.8868725562587434,0.18676009816382597,0.1662261230779276,0.3566543743093513,0.16988532605900494,0.1204740783898901,86.79695278118336
0.4547258167743693,0.6675811726063847,9.89264937404416,-4.849268538575085,0.11251976269641772,0.25845860120600356,0.21681904478187447,0.36324162172046814,0.04896096959523616,94.88756737569274
0.6159534430983439,0.3398806647288666,10.92377232677801,0.0,0.25408882864652926,0.18014513489016792,0.1788068730716359,0.22176510513208272,0.16519405825958425,89.59113030064361
0.4107644927460733,0.7450551972317077,9.477152125584578,-3.498739375563152,0.24125951149178604,0.2514539733014749,0.2652111304528858,0.19004546517666884,0.05202991957718429,96.34997203720475
0.5694002326884705,0.6599283501531074,9.981872835315105,-5.578267708894642,0.22803038625452565,0.12449814836254516,0.17023242743713052,0.18406263416741594,0.29317640377838267,98.0529397435187
0.6907063373382123,0.6663014290614785,12.168193259915624,-1.9581831095782036,0.30633778515352084,0.19698135775457024,0.23868464730449726,0.06454792770050981,0.19344828208690185,95.68578959133069
0.6106725977034494,0.912378695576559,12.998514094068108,-2.231736900994097,0.16089432806040008,0.28913127317394394,0.3632855817178224,0.09317449407904821,0.0935143229687854,91.70854417178893
0.3516748863146807,0.707505423298298,7.406083023937731,-4.455193966271706,0.3527321835310598,0.04637995298181891,0.23893183088081144,0.2577450602346335,0.10421097237167656,95.76940299112621
