bassRatio,lowMidRatio,midRatio,highMidRatio,highRatio,balanceScore,hasIssue
0.1323267037366476,0.03350851133811923,0.33087232436111064,0.24648952099750052,0.256802939566622,69.53084176089035,0
0.19702759687211405,0.18187915725850304,0.19770441402877037,0.28931781287581465,0.13407101896479778,83.07602547317119,0
0.2898284692574281,0.2248998612684723,0.2015497398108693,0.114972458085496,0.16874947157773423,81.96432945007001,0
0.3063534483855284,0.1267255731014357,0.334540406485516,0.19894135980252556,0.03343921222499436,93.52418558964193,0
0.2750334658242646,0.1439751343581548,0.2229721688630319,0.24725270493001072,0.11076652602453799,91.49365726467782,0
0.29676664427642513,0.04992330259448864,0.31988543944885445,0.24478872780349753,0.08863588587673414,80.03749061319905,0
0.3567192337489002,0.07783743425883934,0.32870545447821536,0.20715583401800555,0.029582043496039514,80.454245247727,0
0.10298345156996742,0.09363704593658202,0.3628403448113212,0.3525121920392506,0.08802696564287865,71.25287843381182,1
0.42966956673247164,0.12908350507859467,0.24505160569692264,0.11560929924743796,0.08058602324457319,80.47118071884938,1
0.1789836865510925,0.27254307840102615,0.22841855949799914,0.28258063321752624,0.037474042332356,81.2103113740019,0
0.22866234253995407,0.09394649580591255,0.2637878357368173,0.3022121434169485,0.11139118250036768,81.349666917317,0
0.15212423484749468,0.24700713150333975,0.21584154268689193,0.3255547563972873,0.05947233456498607,74.52997927886295,0
0.10877567522181893,0.13849131672351228,0.3992332966460943,0.12269741687565175,0.2308022945329227,79.52045648610967,0
0.13313134937724572,0.10424714233564684,0.37664393880475366,0.18119291052242956,0.2047846589599244,77.84311746655983,0
0.18728261122776918,0.29480182389668036,0.32774362022085435,0.14355996421020548,0.046611980444490504,77.82090067324516,0
0.2695881294109239,0.11029658820817201,0.4351648894328596,0.14937360842950986,0.03557678451853467,85.68865528713854,0
0.1469447784370038,0.05983300042156868,0.46943254763989894,0.16678214767103788,0.1570075258304908,80.14306348130079,1
0.3303919682203112,0.12184456738428447,0.2834354664301419,0.08453296343169511,0.17979503453356732,88.06857069658987,0
0.2837529524552948,0.16007773251488136,0.23726847389784647,0.24979193020394277,0.06910891092803467,88.78166440393159,0
0.33619716995842075,0.19601420989843202,0.22740088474060743,0.13406716449252024,0.10632057091001955,87.17466114045419,0
0.34800815638619137,0.13872954865625342,0.32895622142833675,0.08336234840948258,0.10094372511973601,82.02886317410032,0
0.27917510059184614,0.10635216673908399,0.39386416889564185,0.1584330551027979,0.062175508670630174,88.81505537473718,0
0.14307693506206248,0.035835480128290444,0.4973505950440524,0.18868015594711796,0.1350568338184768,74.71271971027141,1
0.27374528355390787,0.15697523630022026,0.2875452281598523,0.24381291142636405,0.0379213405596558,90.26250309935719,0
0.3032147087585491,0.17502849671671247,0.23787629763488002,0.15664295022250438,0.12723754666735396,84.27813190955415,0
0.3393000755541317,0.11710468302701108,0.19063310567642508,0.2266662631082203,0.12629587263421196,82.11657001211941,0
0.3531889339891863,0.15992286147987583,0.17982223077776685,0.17098760836999946,0.1360783653831715,88.71084759941377,0
0.3215869452240444,0.1518515994091263,0.179870999788172,0.24463526022103158,0.10205519535762576,94.15143361910378,0
0.17102565023903507,0.23068987680906058,0.1823413007427945,0.342327785714755,0.07361538649435488,62.90298167268327,1
0.20686188643719441,0.06983219374623792,0.2252125966684573,0.4637536217980167,0.034339701350093656,62.60088413077637,1
0.400440984447341,0.05674307912214573,0.353241827753452,0.08630024690800045,0.10327386176906084,74.51818045239285,1
0.26785111552167906,0.05362849040500462,0.23801845438198382,0.2734800779534524,0.16702186173788014,76.83809208447518,0
0.13786691149548216,0.2434289911950645,0.15564836720208597,0.37917508338303657,0.08388064672433074,69.2099904633094,1
0.19387606475199495,0.20277285405704745,0.4154304051952461,0.13536632280929928,0.05255435318641225,81.17858551853205,0
0.1016461548183402,0.2804942127185007,0.17416180774797854,0.22214859900139589,0.2215492257137845,69.6606506221551,0
0.11711383543467604,0.321831308009618,0.23550132765696016,0.15875255629682414,0.1668009726019216,75.9107238133949,1
0.13745061541915884,0.17301985491720703,0.32645591849446615,0.20445282465782147,0.1586207865113464,87.90561000497267,0
0.3774113237845785,0.08650895135391833,0.22905571858376195,0.19057260503444082,0.11645140124330049,76.94478936624138,0
0.34773648731138845,0.09708484660623506,0.23618443974501083,0.16671458512628462,0.15227964121108098,90.99790020742066,0
0.3246484441657316,0.10034595304942391,0.3739055679392557,0.17102666727739943,0.030073367568189287,84.03844957860252,0
0.15828199013838515,0.1284547800256796,0.454163123551565,0.22288101139170524,0.03621909489266481,78.63002383545752,1
0.25218500677168365,0.26976900384393515,0.19832162787998778,0.2050774724483766,0.07464688905601692,82.76195557410826,0
0.1380121722820702,0.13770930173967263,0.4146409815703459,0.2708331960098124,0.03880434839809887,75.09425601389015,0
0.23689922106687103,0.19441071391301315,0.2972714984803114,0.1910826262960551,0.08033594024374939,88.16182778824813,0
0.2731975443227717,0.30265929157835003,0.08926682160254842,0.24925006889930998,0.08562627359701999,72.33469486617594,1
0.22591594264822312,0.12631300170284648,0.25653324424337537,0.21596692783598295,0.1752708835695719,90.84236987586556,0
0.34894783018979536,0.10846508412370318,0.20715654978150297,0.17470811535147743,0.16072242055352107,84.7635751470279,0
0.2921346919890071,0.2313655671144825,0.3319476526967471,0.06178400367470988,0.08276808452505346,71.84611623367282,0
0.17224323270443215,0.1875939062950319,0.3386198498112388,0.17345357657827004,0.12808943461102715,81.7400680972948,0
0.2682376819253615,0.12437126670083129,0.1997649360022845,0.37901143009781224,0.028614685273710437,71.72860872270827,1
0.48498434389167516,0.049303242420726326,0.1690786445848152,0.22980726882651537,0.06682650027626787,69.79438589041244,1
0.3198787321868689,0.035507439952815634,0.11198903491524567,0.43212645345347306,0.10049833949159666,54.18156960331061,1
0.17100336967186588,0.09908494993414484,0.42519413094543784,0.10811118439653983,0.19660636505201168,72.12891186181697,0
0.2996806529633301,0.21644907493775659,0.2390085245421101,0.2133425690725865,0.031519178484216884,78.8527207748488,0
0.10403997976002814,0.060367246157957924,0.44897488841565075,0.2021038782399526,0.18451400742641047,71.62504230473095,0
0.2572395699800835,0.11389217929035537,0.3230211137633284,0.13340831861833372,0.17243881834789893,93.62098628304872,0
0.2724489691532536,0.3137979896171062,0.20922729960426456,0.08636055473650739,0.11816518688886835,81.67274247010639,1
0.2244619162919386,0.055498996723781564,0.36065248032397035,0.2434410501217704,0.11594555653853922,89.28994824094039,0
0.3042246119401703,0.08192565432887867,0.32851809618775785,0.18163155939838355,0.10370007814480955,83.0924175026295,0
0.2574075328318485,0.28303191550961604,0.2875955908956501,0.11419754950400328,0.05776741125888204,93.75291376230504,0
0.2948074562721136,0.11814531901360652,0.34393413528931793,0.12039841967254016,0.12271466975242173,95.67988610747776,0
0.33187094423957914,0.04013117232098177,0.15603368226386471,0.2556165481288828,0.21634765304669173,70.37383391041654,0
0.2285976232564241,0.05743506599426716,0.09030474304029024,0.28630220221415464,0.3373603654948638,62.89337030818683,1
0.10058731306922973,0.17595998189800008,0.4406888161344237,0.10862570394572302,0.17413818495262348,85.79780186179319,0
0.33911174271829464,0.13735403298042728,0.2747075001519655,0.2202977965392039,0.02852892761010864,81.32660299636086,0
0.29474275070501005,0.1323479326489891,0.3595924724219477,0.11525828783745624,0.09805855638659688,84.14565076866984,0
0.2628173275144077,0.23275861755671876,0.19819690026805872,0.08744884607407127,0.21877830858674369,62.935005646606925,0
0.12129532789682536,0.12566890657308902,0.4488953211380191,0.12948000837456491,0.17466043601750142,82.78960101687791,0
0.5276539044998104,0.04771215480639579,0.2014910619785843,0.05688919568244525,0.16625368303276422,68.02208865948916,1
0.23725089600598606,0.12825580640319156,0.3017990940708422,0.20253486015706462,0.1301593433629156,86.81919788574942,0
0.24343738553918484,0.06330645159545613,0.33147094555759365,0.2897804118597426,0.07200480544802271,82.35629314734229,0
