stereoWidth,correlation,leftRightBalance,midSideRatio,classification,confidence
0.631433204123302,0.8519261337505355,-0.02526105214742516,1.512110267810888,1,0.8995038018537413
0.45705058636457163,0.4411998717573149,0.0021280920148148133,11.319921987392137,1,0.9060933444227633
0.7251064832426117,0.7464206794150842,-0.04382192816746134,6.741197911466079,2,0.7704091059808421
0.3973148297350118,0.6121577273711442,0.026727647946612577,0.7817862666957895,1,0.8856713231370761
0.42175971014101693,0.6848658423794594,-0.11013476750230987,0.7819312998890411,1,0.8130007315541885
0.5615462635640254,0.7356217018265527,0.06205581635597222,4.655698000413389,1,0.8071237749886176
0.537069198404945,0.8198326806240473,-0.02133966689613604,2.763803161451755,1,0.8424287010256273
0.7940654411979637,0.5033616512434098,0.03480729680912711,5.114582205112943,2,0.8877336994737005
0.4333839973552113,0.7549300324702428,0.017967826918299158,0.8965413135111693,1,0.8324390494898771
0.31758590765244366,0.76429721273945,0.05593614253872932,4.008430151251994,1,0.6463730479345724
0.2712372215978741,0.6961531468876195,-0.05447077392718494,6.735008208248818,0,0.87500259769157
0.38927819744724235,0.5512666807560909,0.051877267520046594,2.142906058401812,1,0.9587444384172055
0.35170656727944943,0.46775892163851956,-0.026180669728552004,5.458400909717293,1,0.8411363213231362
0.3411574533653122,0.7408471752075046,0.04187899190674364,0.9023615388770175,1,0.9007660495320985
0.5441503504431026,0.6692359614711757,0.08048883780631516,8.710099734898884,1,0.9034835920288414
0.8338653298968797,0.6040447444256125,0.09497285749774827,1.0516024981656422,2,0.7832262581545906
0.41604446125991507,0.26114875563896495,-0.07988427519863632,0.799399582124674,1,0.8501670578925061
0.386779585666673,0.5089326075384137,-0.09554243240140797,3.41010736525026,1,0.8831295360914626
0.7076001447709405,0.20474017965784833,0.046203297886146265,7.76661719196153,2,0.6288778889222006
0.6231540940638851,0.9013902735138429,-0.06497914568526408,0.7791791832378868,1,0.8523227647728367
0.4683939582742243,0.7415778093925934,-0.16760607929620455,2.2405649060454897,1,0.8763355292908315
0.49091762956585616,0.6883280583965385,-0.08222099038151148,12.578040066091075,1,0.8533544091321579
0.3594794409255688,0.7727880110064388,0.047674136482432045,4.8223106555188595,1,0.8310896285555056
0.6715155520690599,0.7127317499780887,-0.11539944968906109,1.3246145316393918,1,0.937374508227367
0.43118891410228055,0.6289987426498628,0.10599515927743747,0.5991806873324974,1,0.9652447726623088
0.47938155355840356,0.9331340324509704,0.051982632760678264,5.0384937844306785,1,0.8450626716309033
0.25908369838601863,0.9665496513499157,0.04222673705961302,4.266796506908267,0,0.724349771156755
0.4480207599217092,0.350283380858597,-0.008949012847053791,1.1925530312493646,1,0.8236150408855747
0.30136390714635075,0.7117572416532371,0.16184367727156546,4.081655630298681,1,0.6836240287282048
0.6256581630666522,0.6236434421111122,0.1918720126895801,4.568955162614471,1,0.9802771814085297
0.33738081057378866,1.0,0.04230035484071401,6.86973920534087,1,0.9786815364754704
0.6795262747215194,0.9352990756623888,0.08166321764344518,2.4225426329606154,1,0.8154101595850557
0.6736213567634683,0.7940012530535525,-0.04539936958731463,4.0699795043116485,1,0.9611141154699199
0.34003002190991627,0.6604502628154431,0.045543576816743495,2.0898775036725024,1,0.834536055046932
0.5369329922002806,0.5933673228250839,0.049650885729585294,4.724520592171501,1,0.982694629819614
0.6240457928313672,0.5961876092659416,0.1291063520090007,4.09870235922165,1,0.8564950216844928
0.41375509323258275,0.8946068504770354,0.09729777616732256,4.740555887560251,1,0.8410216541810506
0.25890474449705586,0.6145071148798443,-0.14660014778719319,5.359606801137335,0,0.840850429939831
0.5140186652787757,0.5012143671489276,-0.06605947752950984,1.145578216581439,1,0.815172338663387
0.28922395949203333,0.3910934079308011,-0.17281735874807314,7.336781165632209,0,0.6570633809028593
0.37933202171045394,0.7746919810572818,0.06630220058093637,8.823789567639949,1,0.9377408122766224
0.3267815083672864,0.6986965350017473,0.06328265636289067,9.102630341074368,1,0.8433318661504776
0.592843913717093,0.37731726817380595,-0.06518317792478782,5.933034852566138,1,0.8818760533494283
0.3939903980840774,0.7313559094649811,-0.06617826047943458,5.911906082078001,1,0.854808461254215
0.64674999356129,0.6793198428873587,0.02521039326649125,1.2972262060041315,1,0.8687848327598986
0.4171427114605569,0.6509711740164502,-0.2561656740030422,2.8133916026535477,1,0.9558264077386806
0.48866198631503,1.0,-0.1280759487389108,0.5977801591514129,1,0.81269363988285
0.5511317504869984,0.48184712089562104,0.1550227227839282,8.460183006488439,1,0.8974305226110071
0.4968545523548302,0.5906919094256493,-0.25176162572663524,4.318232890692738,1,0.9236777624349133
0.6655929520449557,0.8760185963888453,0.11221076298274645,3.9073697848813156,1,0.9485461983784624
0.3824770881361595,0.6504885420341658,-0.17189706535045118,2.0114219587876403,1,0.8238560755802764
0.2936932786180643,0.7853313106741608,0.017298848747673682,1.88713420133514,0,0.6402326204759216
0.5512259252726437,0.9793529749785946,0.03761847149635801,1.312660489554934,1,0.8284708913439575
0.4137676494072163,0.5814969935354809,0.14163564838450024,2.497966316139309,1,0.9562624298430875
0.421116712128775,0.6857977449487013,0.07853371992761957,4.420652489691973,1,0.8969224691330953
0.6670120473314698,0.9369769753910522,0.06959408342926496,9.79820552196339,1,0.8402040276383377
0.6837897670173232,0.6803241975706199,0.06183005843974684,7.18637484595862,1,0.6505793146391768
0.38320308525647573,0.9435108631447532,0.01078809095404911,4.20704943576585,1,0.9028220450123259
0.6315827594151519,0.7902695656458363,-0.21407532674213178,3.3909654515413963,1,0.8339618540082196
0.5335359110765006,1.0,-0.04379569192626792,3.1348495292565497,1,0.8623993604401
0.819561308788911,0.3500257754794785,-0.14116419051301365,1.2253098162533438,2,0.7832624990573167
0.25583300784272645,1.0,-0.10201086545011694,4.455862381826535,0,0.8116432051952236
0.5508176351932889,0.5013454213997796,0.04110945063895481,5.457168164267203,1,0.9352089364323476
0.5435241533964749,0.9361342695613364,-0.13362047238734917,0.9053478254908813,1,0.9741373274576064
0.5327520959646107,0.7504828797159734,0.05446199970725007,4.453726705020227,1,0.9804577461104876
0.5124879635149222,0.7530408775746487,-0.25337758462357407,3.380475265408695,1,0.8512352372888411
0.43163980093205184,0.8879274041804563,-0.01243487767556144,7.548969009383188,1,0.8632881465475435
0.7174382455709969,0.7008293171183279,-0.07574861077852119,2.64554910863004,2,0.5507343859397738
0.7325610641979022,0.6871612275368068,0.04340811116373714,1.3061967180683822,2,0.8967720089836896
0.5051594235970541,0.7308407307949515,-0.048278986730038595,1.573868323573509,1,0.8130084324804385
0.7218985438022826,0.6414652767717617,0.13907109414227825,1.490482127248297,2,0.8836242067110804
0.5135385560588027,1.0,-0.14175691015060932,4.085255816468471,1,0.9210855400568134
0.6298409461775115,0.9135576566205684,-0.05429308169675262,6.338535708971569,1,0.9566419382943521
0.436184764391172,0.745068747389367,-0.0668647216865738,3.9520478084464834,1,0.8408755456312524
0.6284933048426086,0.863426183157565,0.16846885953549248,6.292502571035915,1,0.9410491292834071
0.24693020069727992,0.9581598285946951,-0.010976199366476652,3.582782283622444,0,0.7747793384323655
0.5310479856098259,0.9811166528787001,0.025272744760392853,0.10887984844704694,1,0.9020648977743079
0.4439885675866361,0.9455418723768603,-0.11228066715949543,4.10984507972651,1,0.8927059952032432
0.4644382335669998,0.7566783098037149,0.03648610709267843,0.8957775850312057,1,0.8657840527726023
0.6694238782571112,0.6800890929959366,0.025094973206033173,3.7085535910255936,1,0.8010788177923123
0.5438779546263415,0.6650596175668358,-0.16124917007526252,5.782031192315568,1,0.968467659245552
0.4862895898831219,0.6838565989269992,0.12652862287244945,3.7212274933177767,1,0.8539357240355258
0.4142961370202733,0.8821853458894555,0.1329277655707702,1.1629269194357137,1,0.8045170924820892
0.5262213571740506,0.6800580963582196,0.020367566922367266,1.808113447579156,1,0.9685852177658643
0.20754964514961058,0.6635562447075716,0.04379920893880801,4.237384929604577,0,0.7401688730093592
0.6747130890124072,0.76671672215772,-0.14691526168983676,0.16539026715842065,1,0.9604333885303316
0.5131792055170789,0.8325852215195718,-0.06513722984256907,3.880228973095492,1,0.9043831842170211
0.4260803518590797,0.7262784387366131,-0.08122889632807113,2.22366334108188,1,0.9317288991350716
0.5524774508308685,0.9512737162640411,-0.11895562943890584,1.745974933076491,1,0.8875996256985869
0.5336894569379859,0.8505456919487675,-0.003360497967338966,5.737255080703445,1,0.9903569372461045
0.5463159368839986,0.9546429869407717,-0.053359589505515816,7.559510876790173,1,0.9125063097521428
0.703270924853137,0.5284509727957548,0.05734054286536561,0.933039000246777,2,0.5717233052542618
0.5532066433408913,0.959239844814053,0.056198961910284534,1.3515341188407464,1,0.8415181361872969
0.559742460847697,0.5390064954694157,-0.03183895346702043,5.368209036408048,1,0.9454353264157416
0.5046467246697997,0.7474478976981003,-0.18896464559572645,5.272708665914046,1,0.8955210514516003
0.686190980064592,0.6046997640000984,0.021649331597483078,11.42047453767314,1,0.6784656234376366
0.2814257769846093,0.5486851086986716,0.03827378485888628,5.36178441608181,0,0.6600315961233866
0.3829779689374878,0.45877889045238257,-0.07654251329460872,1.4586457787464762,1,0.9015617450288556
0.36305118523723834,0.6944233596163426,0.1307309336372063,1.5040543067779073,1,0.9522331527943857
0.7214518163527552,0.9076738432250024,0.009828648980774356,3.2966383363992,2,0.7456216278645437
0.5260598352041813,1.0,0.1361731400963756,6.580112295233195,1,0.991007428220364
0.35012217045340144,0.6039916767240241,0.14051271720011665,2.619673941508307,1,0.8762046695141839
0.3427941050438056,0.6017705513307148,-0.0635233524544989,2.8479500075648163,1,0.9947852142485089
0.6842666094268468,0.7822715291060199,-0.1620416805479925,16.804811273612806,1,0.6440578952523482
0.5635935421160153,0.9085174949127401,0.04814847233580103,7.993836831908823,1,0.9857400056386723
0.4273195241875657,0.8000885140477001,0.016321949833793075,4.2598381993050465,1,0.9898601110514266
0.5837663662261274,0.6478480163983917,-0.10294559310993504,3.7100242213403307,1,0.9915515200076802
0.3754907524472287,0.8969720965231556,-0.03242133895563891,8.848322014084317,1,0.9328920788435072
0.28697586865277214,0.8429769345502833,0.021532545613194367,6.4923074002422885,0,0.56108168363557
0.5832048310284708,0.8044040790842633,-0.054891922324497244,1.6548146146409828,1,0.8694313680397994
0.7203943583109874,0.6788768602566712,0.010495462760500483,2.063913640495622,2,0.7361063182893687
0.44800217913838974,0.8120979446190746,0.061413319581509244,3.5629285968759405,1,0.8976427868159506
0.28845302930464994,0.6380525163578503,0.04742132810050617,4.444659683547093,0,0.5381891221336182
0.46432850834462747,0.6395957683144614,-0.013458978685805666,0.4068880726359277,1,0.8688257141819761
0.5243614858832728,1.0,0.052618263808732135,1.6560335925315444,1,0.8819183292879251
0.4156791893436883,0.737928152423844,-0.009881932393628598,3.2454041384748415,1,0.8704183562738594
0.7105954955490087,0.7017621103492567,-0.010277800566730349,2.0274496897029244,2,0.6343804506305334
0.7277888864045746,0.23817539709217253,0.03951390032652731,8.05634577234048,2,0.7526245368488653
0.438451479229676,0.7397712942165425,0.006559212613705368,5.5852170820188265,1,0.9231449424301297
0.7605536118331601,0.6205420986929565,0.18647887177245814,5.787403580503035,2,0.8939830825634623
0.40306696896598065,1.0,-0.0208112668738204,3.783004559637282,1,0.988078801596094
0.39983449767337553,0.6323638795694532,0.12001651462582208,10.74038591610282,1,0.9570996174364537
0.38177291863034835,0.533187959980824,0.0553759770205067,1.6136036814031482,1,0.9266443158787272
0.4854282401086681,0.9140182482236704,-0.010843983025386675,3.6469505693797597,1,0.956390734649745
0.22421601584097822,0.45609056589648067,-0.041522091297542314,1.1840031194502907,0,0.8412984724318886
0.4922411421594799,0.7175559082833588,0.0637895503859009,2.650478793460686,1,0.9104732713123613
0.5507127139834448,0.6314605921064876,0.028008925312373364,3.682513965763615,1,0.8902606418280234
0.5339402896395237,0.7515726816544901,0.10039955259019395,8.851609978365186,1,0.9874535095829804
0.5794585003008351,0.6897689476989185,0.03798256621726572,1.7598791956411686,1,0.8406098217032522
0.23137623015930864,0.8405074746598099,0.06790055533267264,2.0736954037379833,0,0.8751486238869826
0.3637907078492602,0.8048605019105721,0.11967966504325585,2.975829136170399,1,0.9152648679074267
0.5097577403704372,0.5669465764446391,0.03279435898974877,2.8995747645999077,1,0.9899119296989316
0.535649005120225,0.5213311576393139,0.10697435044309583,1.647597821197762,1,0.945690555775984
0.39836922490262566,0.8606487540311453,-0.05722023110287314,0.7503340137726863,1,0.9599620800066092
0.6474369381439157,0.7236416336873687,-0.15549273366899571,2.0871446839781753,1,0.9541327400218228
0.5658338491114295,0.5870992606548039,0.013127238429188927,5.21692266096676,1,0.8139545189804985
0.6681885113824887,0.6639856005899923,0.056613812133009755,4.010594616368206,1,0.9904513345512532
0.4868361183527973,0.42062088432933786,-0.043119182276381854,3.0274150719426802,1,0.9561229116958635
0.6086492243358925,0.5424090646015074,0.007362373317062103,1.4051663052974683,1,0.8977055172440698
0.6184308681174073,0.6267418049830323,-0.10749618993599233,7.927948195638565,1,0.9688016111412199
0.49740894566292787,0.6125908206153838,-0.03802752911422874,0.33362097021179893,1,0.870961097947226
0.5477894224577279,0.5797194398323344,0.16464316096121112,6.244827533187634,1,0.9428998063358176
0.4931552720094606,0.853410184099948,0.029301640605269155,1.4862940086184584,1,0.8336523506915834
0.5930461917647076,0.5286877155477417,0.008414836595839727,3.138310512863182,1,0.8115956466273022
0.7568584775507171,0.5809894446020654,-0.08232153462375214,3.223126728724877,2,0.803216252554573
0.5624454673416827,0.7083937279488326,-0.03162620162774685,7.442647065413728,1,0.9596985933972688
0.6910535063456446,0.8878516387716882,0.07792406314764666,1.5194369259733074,1,0.6916659385318892
0.3912706641131435,0.4094201818799425,0.025965323932351764,2.975611242460307,1,0.8552394267632466
0.6778259039975897,0.4465971692962706,0.010720261756499405,1.463108661783839,1,0.8778016026982444
0.4544089588122775,0.29768868760647005,0.0748418970790293,3.020479559999579,1,0.8608944567366711
0.39254269163551736,1.0,-0.20000130082116924,1.0270039758658103,1,0.973430009048646
