correlation,midSideRatio,stereoWidth,hasIssue,severity,confidence
0.6629684343442788,1.7824820013745868,0.5417760544654066,0,0,0.9117510505605435
-0.060167193054839474,4.712622739970417,0.7872515197667098,1,2,0.9998902026628781
0.5756690220922861,0.9124479150458494,0.23487991165719124,0,0,0.8943567048837707
-0.16669553325445263,1.4902106238574262,0.5526928885367273,1,2,0.9712054735158597
0.585707629140474,3.2148665736879303,0.1535288913509223,0,0,0.9800160926335442
0.2347478602132592,7.021843796821465,0.5936286685823264,1,1,0.9291520476040559
0.19084929193466868,5.978039784473795,0.5019295293146628,1,1,0.7706053646012485
-0.8114870636240586,9.696874198192667,0.4119394188927451,1,2,0.9480572861103178
0.12509823713352036,7.969606310144153,0.39834593695797343,1,1,0.7326805499131994
0.7152530818899717,2.2100655998314798,0.5733631085593144,0,0,0.9259165276947442
0.34185935396229317,4.135228718798857,0.5909083002247923,0,0,0.7397768476965396
0.32315723999543694,3.6262467477656566,0.4885658682834146,0,0,0.7044224831304455
0.4332610269736235,6.784306775895723,0.5338328173811935,0,0,0.9738258874885709
0.3406304222830841,2.6902104467444565,0.5378028632888345,0,0,0.6472813237716213
0.9772245196964622,4.778457680329411,0.664711545888596,0,0,0.9659878891353196
0.45045462966438327,1.4249978720425904,0.3879809866226192,0,0,0.9867420661115978
1.0,6.644169029933104,0.3941980086277229,0,0,0.8765428967338496
0.8876201765880871,2.448419499136746,0.6692781718986938,0,0,0.8513593421876227
0.8413573888395254,2.5173959882512262,0.5929219161135735,0,0,0.9387975711404504
-0.007141967813511424,1.850933493297284,0.5858760509423621,1,2,0.909196516137335
0.613547002507278,8.17692588548577,0.34382311074838595,0,0,0.9885741190178519
-0.04640615820320416,3.698363679587071,0.4464556977854814,1,2,0.8642246655162744
0.1914265558265725,2.2569396253072584,0.49637382014631243,1,1,0.7124797377573839
0.6945173672163476,1.861007455114691,0.762849649919341,0,0,0.9254555180958202
0.9347136715864445,3.332869146238172,0.4441439285555184,0,0,0.8589891787117896
0.6630946996470122,4.017929043999125,0.825158163351701,0,0,0.9815553166750906
0.2487624959992138,2.537770461083761,0.2960278174196848,1,1,0.8051154958051697
-0.4648286897971323,3.6370260786868935,0.4470908319887431,1,2,0.9887687127710769
0.06902762729810889,5.967895436747496,0.6633511908552001,1,1,0.8815076301194915
0.41357512168421084,3.878537269212897,0.5287993505163853,0,0,0.9756168869545938
1.0,11.561152147802641,0.3659264537660293,0,0,0.8500245540262552
0.26848326315230825,6.014754176575213,0.3153639120675087,1,1,0.6991638966155731
0.596342424241274,1.5585367509716774,0.4578328528862456,0,0,0.9986761748707196
0.9017772259326774,1.1100443132200346,0.6388311029126026,0,0,0.9234511435483721
0.47705963109984645,6.500717256001024,0.7082075036136565,0,0,0.9359273396468338
0.7417381390511822,9.123451445607394,0.4101407849016899,0,0,0.8645749851725728
-0.08558983007307214,0.7566022664291961,0.5025774050121814,1,2,0.9900034677384616
1.0,2.769519506239477,0.5592316541269439,0,0,0.9858782447335614
0.2948830208941134,2.8902981614972605,0.45717588775933166,1,1,0.5290356634236436
1.0,5.141949468767443,0.3247020505190116,0,0,0.8612272089897572
0.5709473538846431,7.180940525928221,0.39053583361388666,0,0,0.9063150762341484
0.01608138120649147,5.173107280916163,0.2641125476591653,1,1,0.9056396939795974
0.33310857972272806,3.023223356863911,0.800088817593814,0,0,0.6978574638247244
0.4290329866616488,5.504366101049693,0.5734705440120677,0,0,0.937401290217235
1.0,1.9626950623724302,0.6579013120449184,0,0,0.9855256631984349
0.7561541991956537,0.3295182367316121,0.7010454340023429,0,0,0.9029861161485943
1.0,0.667946011287351,0.3865791389673113,0,0,0.8569797867404632
0.35226943126932814,0.28590057590542844,0.5119636559994128,0,0,0.9243165355948746
0.26040035629424546,5.51462333991407,0.609402411074194,1,1,0.5406703282653968
-0.1726792932054803,4.017787829683081,0.5137176385780956,1,2,0.8626272627406991
0.571031360395563,1.7670293974771671,0.2880577225538788,0,0,0.8915544822847988
0.8597873092680554,4.771106077349307,0.7313046987678696,0,0,0.9147884055892594
-0.21919885485140553,1.5105990687687492,0.5372462106077162,1,2,0.9212340847228025
0.564611492799009,1.619065004099509,0.41102673363013126,0,0,0.9463668813381496
0.3330640089936114,1.4110071455162922,0.716228495906226,0,0,0.6404827610948645
0.3704517344800093,2.0827083024420374,0.3556418887467198,0,0,0.8509762418061105
0.3883013806283789,2.5222932320752633,0.3664822636523198,0,0,0.9813533035081201
0.33807327107762425,1.9389372271213534,0.4335612671786501,0,0,0.7327748985441925
0.41629694838578185,2.952121109072715,0.4877436408884747,0,0,0.8794559226887397
0.49041905389058743,5.797691439209319,0.20324266949116754,0,0,0.8908579790528288
1.0,1.7516960603990577,0.6130267635749757,0,0,0.9203261814826935
0.9256490872435299,8.705201727553058,0.6085110072238279,0,0,0.9133782243616104
0.23879285897541833,7.7504281284361705,0.5295236850434845,1,1,0.8428376252826251
0.8173769282695938,0.6198882569403229,0.5072894227606802,0,0,0.9447054767475256
0.6895634763423723,6.758982865047558,0.6018632929001767,0,0,0.8949768448598555
0.265785194553772,2.5767120948439226,0.6523313717940904,1,1,0.5492747337748543
0.6517347011736883,3.2949268674434036,0.27869008502095455,0,0,0.8965205326915572
0.752097358141104,1.706403242189943,0.44850046865277043,0,0,0.9647760127822987
0.4029661396058293,4.289134532376871,0.48707461887841935,0,0,0.9038028580551506
1.0,7.08721208053858,0.3791746876195598,0,0,0.9431541317763353
0.11979057610779906,5.495709393279232,0.5233037090837095,1,1,0.8737359635815352
0.6871785411768404,5.637373057145345,0.4020593582457779,0,0,0.8728279468758202
0.8059251996726801,2.485751847723607,0.4141158609702349,0,0,0.9017515279273065
0.14740361784650943,3.303280704103884,0.322224801793518,1,1,0.9338446526574061
0.9020807505657067,8.783675463500158,0.46273323720035875,0,0,0.8862263590800877
0.6669438652199491,1.5412025439763415,0.6644673602857735,0,0,0.8929051099505899
0.4123688382588867,9.528848278236758,0.5157727057409456,0,0,0.9601224015380702
1.0,2.784848350151057,0.316117466684235,0,0,0.85631645402425
0.37745871258945596,7.6965231187389795,0.7102095131038527,0,0,0.9191417765448694
0.9831269776481898,3.93933276361046,0.5861076444200163,0,0,0.9316495190910608
-0.2678507710748788,7.109348982756207,0.4927208433908332,1,2,0.922733796182717
0.14604700489423397,1.5370534868570955,0.5179226939638362,1,1,0.7267272525073495
0.1716660326984429,9.039029124277246,0.603260583869812,1,1,0.7397371416971634
0.7345775162003904,4.115332435463306,0.2762768850241048,0,0,0.9884229978256025
-0.2248294921824233,2.410438476828806,0.5406707457844371,1,2,0.905877991288519
0.31360679700292343,8.554229548906303,0.521431315720528,0,0,0.6869125515428092
